title,url
Skylar Grey - Love The Way You Lie,https://youtu.be/h_-JFUci0BM?si=SHiuHs1NdIjpN0WP
Loving Calibri - Fed Up With Us,https://youtu.be/n1NTv6Y4pxs?si=76WA3JI0TGILBHm7
Alexandre Desplat - New Moon (The Meadow),https://www.youtube.com/watch?v=7kY5bQEU5gQ
Каспийский Груз - С ней живой,https://www.youtube.com/watch?v=a-Vf8T55gd8
Passenger - All the little lights,https://youtu.be/OkxVxox--Io?si=AE4wj_c_uqTWGrbB
Justin Bieber & benny blanco - Lonely (Official Acoustic Video),https://www.youtube.com/watch?v=Cu5hhxP_prE
Юлия Савичева – Москва-Владивосток,https://www.youtube.com/watch?v=s58SJ9pTXHE
For You - Liam Payne & Rita Ora,https://www.youtube.com/watch?v=ovZl1SjI2GY
Maksim - Vetrom stat (cover),https://youtu.be/kkzEs0gdvZI?si=Z456wgKuJd0aE_PA
Burito - Пока город спит,https://www.youtube.com/watch?v=CPjVFf4Y_TQ
Skylar Grey - I Know You (Lyrics),https://www.youtube.com/watch?v=EBriiJpRGc8
Elley Duhe - Middle Of The Night,https://www.youtube.com/watch?v=KLTMCPzRO64
Rafet El Roman ft. Sinem - Seni Seviyorum,https://www.youtube.com/watch?v=B3OcAOzFOCc
Justin Bieber - Lonely (acoustic),https://youtu.be/Cu5hhxP_prE?si=VRZVlVcLWqk8Dasg
HammAli & Navai - Птичка (cover),https://www.youtube.com/watch?v=5hpSD-54Dtg
서태지와 아이들   이 밤이 깊어가지만 (가사 첨부),https://www.youtube.com/watch?v=__SXVP2GmvM
Albert Vishi - My Time (Lyrics),https://www.youtube.com/watch?v=EOf5TP0kYHA
ZAYN - Dusk Till Dawn (Official Video) ft. Sia,https://www.youtube.com/watch?v=tt2k8PGm-TI
Enrique Iglesias - Be With You (Lyrics),https://www.youtube.com/watch?v=bZXnan-4GHo
Tired Of Being Sorry (Laisse Le Destin L'Emporter),https://www.youtube.com/watch?v=ytnWeRME0aM
Sayyod feat. Rahnama - Tres metros sobre el cielo,https://www.youtube.com/watch?v=ZkV90Ea47wk
Passenger | Survivors (Official Video),https://www.youtube.com/watch?v=vN0gaXS8dQE
Cody Francis - Rose In The Garden,https://www.youtube.com/watch?v=JO4-j1LfoQQ
Coldplay - Hymn For The Weekend,https://www.youtube.com/watch?v=YykjpeuMNEk
Enrique Iglesias - Ring My Bells (lyrics),https://www.youtube.com/watch?v=vhI_gDs_ZMg
Natalie Imbruglia - Torn,https://www.youtube.com/watch?v=PyKpNBAv1Bw
"Danna Paola, Sebastián Yatra - No Bailes Sola (Letra)",https://www.youtube.com/watch?v=_ULT1lySBHk
Florida Georgia Line - Simple (Lyrics),https://www.youtube.com/watch?v=TuTDc9d_9yI
2CELLOS - Fragile [LIVE at Arena Pula],https://www.youtube.com/watch?v=q_ymIjOyzRQ
Escape (Rosaline OST),https://www.youtube.com/watch?v=M9b_z-LKE14
Drake - God's plan,https://www.youtube.com/watch?v=ScfgOVJiu_I
I Got Summer On My Mind (Still Dre Remix),https://www.youtube.com/watch?v=89LOsf8pDhY
Tim Odell - Another Love,https://youtu.be/Jkj36B1YuDU?si=Yku5tRPe7avRNr2R
Passenger - To Be Free,https://youtu.be/hNd5pILkpSw?si=qiwZxiuS0yeiuOPs
"Alan Walker, Sabrina Carpenter & Farruko  - On My Way",https://www.youtube.com/watch?v=dhYOPzcsbGM
Adele - Skyfall,https://youtu.be/DeumyOzKqgI?si=Cok0dR7byK6pN682
Lana Del Rey - Summertime Sadness (Official Music Video),https://www.youtube.com/watch?v=TdrL3QxjyVw
Enrique Iglesias - Finally found you (lyrics) ft.Sammy Adams,https://www.youtube.com/watch?v=0d3eJ6OZoI4
Yalın - Yeniden,https://www.youtube.com/watch?v=iGut_MVMcUY
Linkin Park - Numb (cover),https://youtu.be/gHp-OjLOG5A?si=0abUDswbKz6rhQeX
"Passenger - Young As The Morning, Old As The Sea",https://www.youtube.com/watch?v=_3L0K5jXJv4
МакSим - Ветром стать,https://www.youtube.com/watch?v=q8Il2rhe3MI
Craig David - Insomnia (Lyrics),https://www.youtube.com/watch?v=1en-4eT_iDY
somewhere only we know (Gustixa & Rhianne),https://www.youtube.com/watch?v=92izkAK5OA0
Sunset Sons - Somewhere Maybe (Official Audio),https://www.youtube.com/watch?v=SHapfmLyBp0
Loving Caliber - We Were Dancing In The Dark,https://www.youtube.com/watch?v=P-QYRUPDAQ8
Let me down slowly,https://youtu.be/50VNCymT-Cs?si=sEwBTlJCeuqL9LTD
Akcent - I'm Sorry (lyrics),https://www.youtube.com/watch?v=MfTmraRvihQ
"24kGoldn - Mood Remix (Lyrics) ft. Justin Bieber, J Balvin, Iann Dior",https://www.youtube.com/watch?v=f1J4dRTMy9A
"Best classical music: Beethoven, Mozart, Schubert,Bach...🎶",https://www.youtube.com/watch?v=DxnDcH2NS5c
Somewhere Only We Know - Keane | Shania Yan Cover,https://www.youtube.com/watch?v=kLKqeyx_HjY
Alvaro Soler - Magia [Letra],https://www.youtube.com/watch?v=sE1NoQRvFls
Taylor Swift - Red (Taylor's Version),https://www.youtube.com/watch?v=R_rUYuFtNO4
Havana feat. Yaar & Kaiia - Last Night (Lyrics),https://www.youtube.com/watch?v=i-Yuf5-zTec
Dua Lipa - Levitating,https://www.youtube.com/watch?v=j2c3tR_qfiQ
Jay Sean - Maybe | Lyrics,https://youtu.be/XAR1HvssHdE
Ramz - Barking,https://www.youtube.com/watch?v=Q0QKUU95bVc
Mariage D'Amour,https://www.youtube.com/watch?v=1ej1SI4BRv8
Edward Cullen - Bella's Lullaby,https://www.youtube.com/watch?v=zQME-ChSwNM
Cry (Acoustic) - Jamestown Story,https://www.youtube.com/watch?v=Lg3WGLYEelU
Akcent - That's My Name (lyrics),https://www.youtube.com/watch?v=PAOAfYUVPl0
"Edward Maya, Vika Jigulina - Stereo love (Radio Edit) (Lyrics)",https://www.youtube.com/watch?v=y9Kqb2z9Lzs
Elyanna - Enta Eh(slowed),https://www.youtube.com/watch?v=GU9z22e7QX4
K-maro - Femme Like U (Paroles),https://www.youtube.com/watch?v=NM7FdfqNhm4
Bruno Mars - Grenade,https://youtu.be/4YrzJ9RZ9qY
Don`t Say Goodbye - Jamestown Story,https://www.youtube.com/watch?v=sFEpzJo6Iuc
Баста & Zivert - неболей,https://www.youtube.com/watch?v=u0PrLVWDU4M
Rafet El Roman - Senden Sonra,https://www.youtube.com/watch?v=Z2g8NAg1bbI
Enrique Iglesias - EL BAÑO (Letra) ft. Bad Bunny,https://www.youtube.com/watch?v=8BbtBnnnvCM
Zara Larsson – Dont Worry Bout Me,https://youtu.be/u_tzZd9kIWg?si=y-s2yCVh4U2JLsJJ
Alvaro Soler - El Mismo Sol (letra),https://www.youtube.com/watch?v=qPLX-Cv0aIs
Elyanna - Enta Eih (lyrics),https://www.youtube.com/watch?v=YQjmLhETTEA
Ava Max - Who's Laughing Now,https://youtu.be/4JYSgIiSZSA?si=3v9kDuzvYJvWaOsO
Charlie Puth - We Dont Talk Anymore,https://youtu.be/bpFVJJBgtXY?si=L2NuwOWGhmdKacwg
Havana feat. Yaar & Kaiia - Big Love (Official Video),https://www.youtube.com/watch?v=aVFNJBqj5vU
Баста - Выпускной,https://youtu.be/t1-yL-xvklc?si=YZ1rS5hZtleOFOy1
Charlie Puth - Attention,https://youtu.be/Oz5JDtkf1as
Passenger - Hard To Say Im Sorry,https://youtu.be/XCmOdVia9DE?si=60M6i15UUakuL7DH
Craig David - Walking Away [Lyrics] 🎵,https://www.youtube.com/watch?v=8AwamgSDpdA
Let Her Go (ft Ed Sheeran),https://youtu.be/HTcL9WkB_wg?si=ILXw9EaPM4GJyx29
Eminem - Lose Yourself ⭐,https://www.youtube.com/watch?v=PwclAKuCJUk
Sunset Sons - I Can`t Wait (Official Audio),https://www.youtube.com/watch?v=JuiegvRQ8dI
Sunset Sons - The River,https://www.youtube.com/watch?v=MCyEm1fViZQ
Burito - По волнам,https://youtu.be/jqyJ4xW2gb0?si=VgrA4JKMWkeWDIA5
post malone - rockstar (feat. 21 savage),https://www.youtube.com/watch?v=9lQP9-F8kIQ
Akcent - Stay With Me (lyrics),https://www.youtube.com/watch?v=SmONLwqQiZE
El mismo sol - Álvaro Soler & Jennifer López,https://www.youtube.com/watch?v=l0qJUOgS4Qw
"Sebastián Yatra, Álvaro Díaz - A Dónde Van (Letra)",https://www.youtube.com/watch?v=Mrj56WSTfxI
Ava Max - Alone,https://youtu.be/omvW1cI-3xg?si=zHiFadZaUUpddcgu
Duncan Lawrence - Arcade,https://youtu.be/Qau6mObfSGM?si=RsrcZ0VUCOHaEwE4
Lewis Capaldi - Someone You Loved,https://youtu.be/zABLecsR5UE?si=k3rryaA0P3O8JBhY
Rafet El Roman & Derya - Unuturum Elbet,https://www.youtube.com/watch?v=ScZFzmN-8XY
Halsey - Sorry,https://youtu.be/CPAoMCo7tNw?si=2rEiXXCn6UcySUVZ
The Weeknd - Blinding Lights,https://www.youtube.com/watch?v=XwxLwG2_Sxk
Nelly ft Kelly Rowland - Dilemma,https://www.youtube.com/watch?v=O-B_bMh1hi4
Taylor Swift - Back To December,https://youtu.be/QUwxKWT6m7U?si=LNPBWKl0DqXIfOP2
Lana Del Rey - hope is a dangerous thing,https://www.youtube.com/watch?v=qq9zYxW_uNo
Passenger - Why Can't I Change (Lyrics),https://www.youtube.com/watch?v=cBCEaYVOgSA
2CELLOS - Shape Of My Heart [Live at Arena di Verona],https://www.youtube.com/watch?v=jx1-NP9_YIA
Richard Clayderman - Fur Elise,https://www.youtube.com/watch?v=El8TEqRZ7ik
Chansons d’Amour en Français  💕,https://www.youtube.com/watch?v=sHE6aKis69U
Ava Max - Sweet But Psycho,https://youtu.be/2KBFD0aoZy8
Alvaro Soler - Solo Para Ti,https://youtu.be/5D_A4IBWSv4?si=pgNinSqUyLBks6po
2CELLOS - Now We Are Free - Gladiator [OFFICIAL VIDEO],https://www.youtube.com/watch?v=74CYIdYoQ5w
Duncan Laurence feat. FLETCHER – Arcade,https://www.youtube.com/watch?v=308v08mFWWc
Coldplay - Hunger Games | Atlas,https://youtu.be/Lh3TokLzzmw?si=I5CcdBNIEuwDZvVT
The Chainsmokers - Something Just Like This,https://youtu.be/FM7MFYoylVs?si=TrbAGj-JAUeEJ4bd
Juice Wrld - Lucid Dreams ,https://www.youtube.com/watch?v=_fh64GbFSw4
Enrique Iglesias - Tired Of Being Sorry (Lyrics),https://www.youtube.com/watch?v=TkzWwNiBtqE
Sture Zetterberg - body to body(가사/번역),https://www.youtube.com/watch?v=bIywxOrMFvY
Selena Gomez - Buscando Amor,https://youtu.be/2P6EExu3H5s?si=f2hv9y52VqxnVOmL
Elyanna - Youm Wara Youm,https://www.youtube.com/watch?v=ceS-wnW9zSw
Arash feat. Helena - Broken Angel (Official Video),https://www.youtube.com/watch?v=hbqoaJ8sKsQ
Marka - Ayol,https://www.youtube.com/watch?v=U8Y_jRXW2vI
Anna Hamilton - Bad Liar (cover),https://youtu.be/5jfz3q9Z0RY?si=OHvyb7AMtM_wtAXc
Kaleida - Think (Lyrics) John Wick soundtrack,https://www.youtube.com/watch?v=FVtFcbBfNYw
Darren Hayes - Insatiable (Official Music Video),https://www.youtube.com/watch?v=9u7hGkL57N8
Taylor Swift - Champagne Problems,https://www.youtube.com/watch?v=wMpqCRF7TKg
Camila Cabello - Havana,https://youtu.be/HCjNJDNzw8Y?si=QjZAi7GPIc4ParOQ
Stephen Sanchez - Until I Found You,https://youtu.be/oIKuyj2GQtY
Jamestown Story -Ashamed,https://www.youtube.com/watch?v=XEyOV7rACOQ
Sebastián Yatra - Devuélveme el Corazón (Letra),https://www.youtube.com/watch?v=w9SBPJxP3t0
Linkin Park - Castle of Glass,https://www.youtube.com/watch?v=PPkJeWPP2nM
HAUSER - Song from a Secret Garden,https://www.youtube.com/watch?v=n9tw4tIUEoM
Rafet El Roman & Derya - Özledim (Düet),https://www.youtube.com/watch?v=JJ1fR1X4NYk
Nightcore - Diamond Heart,https://youtu.be/bcHoBDw4G10?si=auASu-G_c9NkS48Z
Enya - Only Time (Official 4K Music Video),https://www.youtube.com/watch?v=7wfYIMyS_dI
Passenger | The Wrong Direction (Official Video),https://www.youtube.com/watch?v=VvRVu78IHHo
Justin Bieber - Let Me Love You,https://youtu.be/SMs0GnYze34?si=T-UORWGqJCoitcOM
Taylor Swift - State of Grace,https://www.youtube.com/watch?v=gr4cqcqnAN0
Sunset Song - On The Road (Lyrics),https://www.youtube.com/watch?v=NsKZ-5EDqPA
I`m Sorry - Jamestown Story,https://www.youtube.com/watch?v=YnCMnsPH6d0
Selena Gomez - Adiós,https://youtu.be/9H_368c2Hzw?si=UOBGyTGbUe_fISFW
Passenger - Survivors,https://www.youtube.com/watch?v=vN0gaXS8dQE
Akcent feat. Sandra N - Amor Gitana,https://www.youtube.com/watch?v=mXSryKIbE7g
Sunset Sons - Loa (Official Audio),https://www.youtube.com/watch?v=9tXWQy7mMsM
The Chainsmokers - Don't Let Me Down,https://youtu.be/Io0fBr1XBUA?si=SUp9MdCXlOU_Vf5s
Reamonn - Tonight,https://youtu.be/jtoncUzV6nA?si=yULSO1-MxnAVV13i
Gym Class Heroes: Stereo Hearts ft. Adam Levine,https://www.youtube.com/watch?v=T3E9Wjbq44E
Alec Benjamin - I Built a Friend,https://www.youtube.com/watch?v=7KEpSl7DvBg
Selena Gomez - Bad Liar,https://www.youtube.com/watch?v=NZKXkD6EgBk
Beth Thornton - Something You Don't Know,https://www.youtube.com/watch?v=RftohIbwlqg
Jamestown Story - Broken Summer,https://www.youtube.com/watch?v=HCZecLh5o4Q
Shakira - La La La World Cup 2014,https://youtu.be/2igups6VdcA?si=N5uu5genirJuWXWC
Alvaro Soler - La Cintura (Letra),https://www.youtube.com/watch?v=32lkXvYNwpI
"Mina/Dracula - Please, don't make me love you",https://www.youtube.com/watch?v=i3BV6sQtyps
"Passenger | Young As The Morning, Old As The Sea",https://www.youtube.com/watch?v=_3L0K5jXJv4
Supergirl - Anna Naklab ft. Allen Farben,https://www.youtube.com/watch?v=swBR4QnO3yE
Reflex - В первый раз (cover),https://www.youtube.com/watch?v=LnwtmsjlRiQ
JEON SOMI DUMB DUMB Lyrics (전소미 DUMB DUMB 가사),https://www.youtube.com/watch?v=TfAzTYzBvTo
Skylar Grey - Moving Mountains,https://youtu.be/S_0r3hYg78o?si=Be6GShy7mgRcl9Ha
Loving Caliber - You Set My World On Fire,https://www.youtube.com/watch?v=nQ7SQVXkWr8
Passenger - Heart is on fire,https://youtu.be/kBqqlW6-99M?si=kXaaJTqhA4PaY6Gd
Yanni - Can't Wait (Sensuous Chill),https://www.youtube.com/watch?v=9kardLhsFrk
Linkin Park - Numb (lyrics|rock),https://youtu.be/8P0vKLHbtMg?si=HhXMHjE8vD2yeC_B
Harry Styles - As It Was,https://youtu.be/Qfm6nfz1QNQ?si=3mMjYFpALij7GELl
Linkin Park - In the end (rmx),https://youtu.be/WNeLUngb-Xg?si=V95nGOt0sMvhQG7c
Reamonn - Supergirl,https://youtu.be/ctmS5XX67Ek?si=NGZGPw0bcpfZciyi
Miley Cyrus - Flowers,https://www.youtube.com/watch?v=iawgB2CDCrw
Maggie Lindemann - Pretty Girl,https://www.youtube.com/watch?v=WEFJnYMz0Ec
Linkin Park - In The End (Mellen Gi & Tommee Profitt Remix),https://www.youtube.com/watch?v=WNeLUngb-Xg
"Alan Walker - Play (Lyrics) ft. K-391, Tungevaag, Mangoo",https://www.youtube.com/watch?v=trnx5XT0cZs
"Lana Del Rey - Henry, come on (Lyrics)",https://www.youtube.com/watch?v=wasFuIuPh5k
Richard Clayderman - Love Story,https://www.youtube.com/watch?v=ITswHbJPHhQ
2CELLOS - Fields Of Gold [Live at Arena di Verona],https://www.youtube.com/watch?v=STBa_TmxgK4
Today is a Good Day,https://youtu.be/9L4EjJqrz0c?si=x97RAvAA9IELRZPW
Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),https://www.youtube.com/watch?v=aJOTlE1K90k
could I have this kiss forever - Iglesias & Whitney,https://www.youtube.com/watch?v=NTyOwChDYV0
Selena Gomez - Selfish love,https://youtu.be/9gqAq6kq5Ek?si=Gro32XWDuPLWzyIv
Yalın - Zalim (Official Video),https://www.youtube.com/watch?v=kPM5VXhpCfA
"Maroon 5, Wiz Khalifa – Payphone",https://www.youtube.com/watch?v=bbdsIR4UHDg
Dua Lipa - Break My Heart (Lyrics),https://www.youtube.com/watch?v=jgh8owCuX78
Mariah Carey - My All [Lyrics],https://www.youtube.com/watch?v=o4che1p-M4M
Taylor Swift - Style,https://www.youtube.com/watch?v=XAVLUYDtCCw
Maher Zain - Insha Allah,https://youtu.be/8xXJyFNfiy8?si=XkqgGm4hEyZoqJe1
ARASH feat Helena - ONE DAY (Official Video),https://www.youtube.com/watch?v=rjBsQ9SygnE
Eminem - Mockingbird (Lyrics),https://www.youtube.com/watch?v=mkE8WSS51mA
Clandestina (Cover),https://www.youtube.com/watch?v=UTgnOwpafpw
HammAli & Navai - Птичка,https://www.youtube.com/watch?v=7T82Z7BwYfM
Maxim Fadeev - Googoosha,https://www.youtube.com/watch?v=gqOoJXttEec
Shakira - Hips Don't Lie,https://youtu.be/p3pEe6aAJ4k?si=bzrAEs7c-zSwqBUo
Loving Caliber - I Wish You Were Mine,https://www.youtube.com/watch?v=5j9FKszXLag
Rauf Faik - детство (Official audio),https://www.youtube.com/watch?v=WJF5Z1WRcqw
Janji - Heroes Tonight,https://www.youtube.com/watch?v=074rfF4RJZc
Shakira - Can`t Remember to Forget You (Lyrics) ft. Rihanna,https://www.youtube.com/watch?v=i_XM3u1_jZQ
Merk & Kremont - Sad Story (Out Of Luck),https://www.youtube.com/watch?v=8GotXeCwUnc
Naomi Scott - Speechless (Lyrics),https://www.youtube.com/watch?v=BaSf-ddZxB8
Maroon 5 - Memories,https://www.youtube.com/watch?v=SlPhMPnQ58k&pp=ygUPbWFyb29uIG1lbW9yaWVz
Shakira - Chantaje (letra),https://youtu.be/J76eQJP3UIQ?si=juYKqG_UCEta8y19
Skylar Grey - Invisible,https://www.youtube.com/watch?v=NVVrT_wNw_Y
Laura Pausini - It’s Not Goodbye,https://www.youtube.com/watch?v=onYQkI8S1UY
"Mika - Relax, Take it Easy",https://youtu.be/EVDYmBrl02Q?si=ODB07HFZCtTtg4F4
Shawn Mendes - In My Blood,https://youtu.be/36tggrpRoTI?si=CiCfVdO8Oepjt4Rs
Rafet El Roman - Kalbine Sürgün Feat. Ezo,https://www.youtube.com/watch?v=7I3h7czMJeI
Zivert - Life (English Version),https://www.youtube.com/watch?v=mTecGII7cFA
Alec Benjamin - Let Me Down Slowly (feat. Alessia Cara),https://www.youtube.com/watch?v=gEo8IrFbecM
Maher Zain - For The Rest Of My Life,https://youtu.be/PHbZ9SXHJwA?si=_7a2Gaka2oPEWrCQ
Christina Perri - A Thousand Years [Official Music Video],https://www.youtube.com/watch?v=rtOvBOTyX00
Passenger - Holes,https://youtu.be/DeFWClW7skQ?si=hkIGl-CTTw-FbnLz
ARASH feat. Helena - DOOSET DARAM (Official Video),https://www.youtube.com/watch?v=-yQ8kxikSJQ
Hands Like Houses - Torn,https://www.youtube.com/watch?v=M58IJO7N32s
We're All Runners - Craig Reever (Lyrics),https://www.youtube.com/watch?v=a0u9wnYRp9I
"Alan Walker Style , Adele - Set Fire To The Rain (Albert Vishi Remix)",https://www.youtube.com/watch?v=cY1_o8yrILc
Akcent - Chimie Intre Noi,https://www.youtube.com/watch?v=OK3HTPs1ccI
올인(All In) - MV_처음 그날처럼 (2003),https://www.youtube.com/watch?v=ddD9G7KQzx0
Alvaro Soler - Sofia,https://youtu.be/ftI_Lp7LAuU?si=aOFT5Ral2-A_2PxG
Zara Larsson - Lush Life,https://www.youtube.com/watch?v=tD4HCZe-tew
Sting - Shape of My Heart,https://youtu.be/pm3rDbXbZRI?si=7TxDuViBxhHGeZoU
Zara Larsson - This Ones For You,https://youtu.be/MoHnffhBwqs?si=_FGX4ucMtOTcD2to
INNA - Oare (Rock The Roof @ Bucharest),https://www.youtube.com/watch?v=3UOIIaYeDRI
New Moon OST - Dreamcatcher - Alexandre Desplat,https://www.youtube.com/watch?v=39Kvcgug2J0
"Lady Gaga, Bruno Mars - Die With A Smile",https://www.youtube.com/watch?v=zgaCZOQCpp8
Sunset Sons - Know My Name (Official Audio),https://www.youtube.com/watch?v=orMwK0veDVQ
Cry - Jamestown Story,https://www.youtube.com/watch?v=S10klmMrCkc
Shawn Mendes - It'll Be Okay,https://youtu.be/KrgJp7Z1Hv8?si=MOyY5rZzP-7kcfhM
Passenger - Let Her Go,https://www.youtube.com/watch?v=_BCtgSCulIU
falling in love with someone you can't have (a playlist),https://www.youtube.com/watch?v=_K57AlI62V4
Sasha Sloan - Lie,https://youtu.be/AzjTJpzfB8U?si=PHYxAGETm1P1opd0
